gfz2013hykj|2013-04-23T23:14:42|-3.86|152.09|22|||||Mw|6.5|geofon|
gfz2013hrdy|2013-04-20T00:02:48|30.27|102.96|21|||||Mw|6.6|geofon|
gfz2013hlpf|2013-04-16T22:55:26|-3.21|142.43|22|||||Mw|6.5|geofon|
gfz2013hkrc|2013-04-16T10:44:19|27.99|62.11|59|||||Mw|7.7|geofon|
gfz2013hghw|2013-04-14T01:32:22|-6.47|154.59|27|||||Mw|6.5|geofon|
gfz2013gryc|2013-04-06T04:42:35|-3.54|138.46|64|||||Mw|7.0|geofon|
gfz2013evzm|2013-03-10T22:51:54|-6.64|148.39|58|||||Mw|6.6|geofon|
gfz2013eevc|2013-03-01T13:20:52|50.85|157.55|45|||||Mw|6.5|geofon|
gfz2013edbc|2013-02-28T14:05:51|50.67|157.59|46|||||Mw|6.8|geofon|
gfz2013ddki|2013-02-14T13:13:53|67.68|142.23|15|||||Mw|6.6|geofon|
gfz2013cuwg|2013-02-09T21:02:25|-10.96|165.72|32|||||Mw|6.6|geofon|
gfz2013cspr|2013-02-08T15:26:38|-10.52|165.95|22|||||Mw|7.0|geofon|
gfz2013cshh|2013-02-08T11:12:15|-10.75|165.81|15|||||Mw|6.8|geofon|
gfz2013crbf|2013-02-07T18:59:16|-10.95|165.64|22|||||Mw|6.7|geofon|
gfz2013cnxw|2013-02-06T01:54:15|-10.40|165.72|16|||||Mw|7.0|geofon|
gfz2013cnww|2013-02-06T01:23:21|-11.24|164.95|15|||||Mw|7.0|geofon|
gfz2013cnwn|2013-02-06T01:12:23|-10.83|165.07|10|||||Mw|7.9|geofon|
gfz2013ccnr|2013-01-30T20:15:45|-28.10|-70.75|46|||||Mw|6.8|geofon|
gfz2013ahzu|2013-01-05T08:58:20|55.21|-134.84|22|||||Mw|7.5|geofon|
gfz2012xzqz|2012-12-07T08:18:19|37.65|144.59|17|||||Mw|7.3|geofon|
gfz2012woba|2012-11-16T18:12:41|49.23|155.54|42|||||Mw|6.5|geofon|
gfz2012wdpw|2012-11-11T01:12:39|22.95|95.91|15|||||Mw|6.8|geofon|
gfz2012vxmh|2012-11-07T16:35:52|14.13|-91.87|27|||||Mw|7.3|geofon|
